N. do Processo,Assunto,Classe,Comarca,Promotoria de Justiça,Homologado pelo CSMP,Data,PDF,Movimentação
06.2018.00004672-3,Produto Impróprio,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,Sim,27/8/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00004672-3.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00004672-3
06.2018.00004676-7,Produto Impróprio,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,Sim,27/8/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00004676-7.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00004676-7
06.2018.00004678-9,Produto Impróprio,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,Sim,27/8/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00004678-9.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00004678-9
06.2018.00004681-2,Produto Impróprio,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,-,04/10/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00004681-2.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00004681-2
06.2018.00004763-3,Produto Impróprio,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,-,05/10/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00004763-3.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00004763-3
06.2018.00004767-7,Produto Impróprio,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,Sim,29/8/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00004767-7.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00004767-7
06.2018.00004899-8,Produto Impróprio,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,-,14/9/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00004899-8.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00004899-8
06.2018.00004900-9,Produto Impróprio,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,Sim,05/10/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00004900-9.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00004900-9
06.2019.00000250-6,Produto Impróprio,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,-,30/4/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2019.00000250-6.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00000250-6
06.2019.00003853-8,Fauna,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,Sim,11/12/2020,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2019.00003853-8.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00003853-8
06.2019.00003993-7,Agrotóxicos,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,Sim,05/11/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2019.00003993-7.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00003993-7
06.2019.00004927-9,-,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,-,10/12/2021,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00004927-9
06.2020.00000994-3,Responsabilidade do Fornecedor,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,Sim,01/9/2020,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00000994-3
06.2020.00001527-8,-,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,Sim,07/12/2020,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2020.00001527-8.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00001527-8
06.2021.00002916-5,Flora,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,Sim,10/12/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00002916-5.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00002916-5
06.2021.00004741-9,-,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,-,01/7/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00004741-9.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00004741-9
06.2022.00000961-8,Incorporação Imobiliária,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,-,01/7/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2022.00000961-8.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2022.00000961-8
06.2012.00004980-7,Abuso de poder,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,Sim,10/5/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00004980-7.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00004980-7
06.2012.00005005-8,Abuso de poder,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,Sim,17/3/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00005005-8.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00005005-8
06.2012.00005039-1,Abuso de poder,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,-,10/5/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00005039-1.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00005039-1
06.2012.00005044-7,Abuso de poder,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,Sim,10/5/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00005044-7.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00005044-7
06.2012.00005046-9,Abuso de poder,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,-,10/5/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00005046-9.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00005046-9
06.2012.00005050-3,Abuso de poder,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,Não,10/5/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00005050-3.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00005050-3
06.2012.00005053-6,Abuso de poder,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,Não,10/5/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00005053-6.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00005053-6
06.2012.00005062-5,Abuso de poder,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,Sim,10/5/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00005062-5.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00005062-5
06.2012.00005066-9,Abuso de poder,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,Sim,10/5/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00005066-9.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00005066-9
06.2012.00005104-6,Abuso de poder,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,Sim,10/5/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00005104-6.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00005104-6
06.2012.00005105-7,Abuso de poder,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,Não,10/5/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00005105-7.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00005105-7
06.2012.00005111-3,Abuso de poder,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,Sim,10/5/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00005111-3.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00005111-3
06.2012.00005165-7,Abuso de poder,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,-,10/5/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00005165-7.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00005165-7
06.2012.00005175-7,Abuso de poder,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,Sim,10/5/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00005175-7.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00005175-7
06.2012.00005198-0,Abuso de poder,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,-,10/5/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00005198-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00005198-0
06.2012.00005199-0,Abuso de poder,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,Sim,10/5/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00005199-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00005199-0
06.2012.00005200-1,Abuso de poder,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,Não,05/5/2022,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00005200-1
06.2012.00005201-2,Abuso de poder,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,Não,10/5/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00005201-2.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00005201-2
06.2012.00005203-4,Abuso de poder,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,Sim,10/5/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00005203-4.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00005203-4
06.2012.00005237-8,Abuso de poder,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,Sim,10/5/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00005237-8.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00005237-8
06.2012.00005239-0,Abuso de poder,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,Sim,10/5/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00005239-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00005239-0
06.2012.00005240-1,Abuso de poder,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,Não,10/5/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00005240-1.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00005240-1
06.2012.00005246-7,Abuso de poder,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,Sim,10/5/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00005246-7.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00005246-7
06.2012.00005260-1,Abuso de poder,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,-,10/5/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00005260-1.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00005260-1
06.2012.00005274-5,Abuso de poder,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,Sim,10/5/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00005274-5.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00005274-5
06.2012.00005278-9,Abuso de poder,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,-,10/5/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00005278-9.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00005278-9
06.2012.00005282-3,Abuso de poder,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,Sim,10/5/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00005282-3.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00005282-3
06.2012.00005287-8,Abuso de poder,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,-,10/5/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00005287-8.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00005287-8
06.2012.00005295-6,Abuso de poder,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,Não,10/5/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00005295-6.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00005295-6
06.2013.00006561-1,Irregularidade no atendimento,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,Sim,12/5/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2013.00006561-1.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2013.00006561-1
06.2017.00006800-2,Afastamento não autorizado (substitui Ausência na comarca),Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,Sim,13/12/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2017.00006800-2.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00006800-2
06.2017.00007176-2,Abuso de poder,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,Sim,14/10/2022,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00007176-2
06.2020.00002532-1,-,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,Sim,18/6/2020,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2020.00002532-1.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00002532-1
06.2021.00000646-1,-,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,Sim,04/10/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00000646-1.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00000646-1
06.2021.00001913-4,Acessibilidade,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,Sim,28/3/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00001913-4.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00001913-4
06.2022.00002143-3,-,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,Sim,19/8/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2022.00002143-3.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2022.00002143-3
06.2022.00002564-0,-,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,Sim,03/6/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2022.00002564-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2022.00002564-0
06.2022.00002957-0,-,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,Sim,26/9/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2022.00002957-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2022.00002957-0
06.2022.00002995-8,-,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,Sim,13/12/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2022.00002995-8.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2022.00002995-8
06.2022.00003477-2,Competência do Órgão Fiscalizador,Inquérito Civil,Camboriú,1ª Promotoria de Justiça da Comarca de Camboriú,Sim,12/12/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2022.00003477-2.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2022.00003477-2
06.2017.00000807-0,Improbidade Administrativa - Violação aos Princípios Administrativos,Inquérito Civil,Camboriú,2ª Promotoria de Justiça da Comarca de Camboriú,-,04/6/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2017.00000807-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00000807-0
06.2019.00000461-5,-,Inquérito Civil,Camboriú,3ª Promotoria de Justiça da Comarca de Camboriú,-,13/6/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2019.00000461-5.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00000461-5
